d5bec92c-02f7-4092-a3c0-f9936f4abf12,https://open.spotify.com/album/1WbuEXf7l0alZKHXW4a5jw
c1afef3a-4f7c-4d92-8038-9597067a8657,https://www.youtube.com/watch?v=1esP3Zng8LQ&list=PL5qWKDYV54nGTA04wnMmZ2VvhOQFGUrC-&index=3
8d54af88-ed1d-4162-8149-49f4c33e6a60,https://www.youtube.com/playlist?list=PL0xrKgn38sHIQ0LLzBO9U0czRB1FnaBSw
4a56c683-3d7a-4891-860f-bacb75996644,https://open.spotify.com/playlist/0VSg3Ize1XJArEzV6fCVW5?si=bF4PrTcoR4CWlwP5TISYnQ
b959d8dc-73d0-47ea-9eb2-6ac9a24a03b9,https://open.spotify.com/playlist/7IGm14yN1Nf42SuPB35CDw?si=rOYh9d-BTWW3F9r63Wmv3w&nd=1&dlsi=620177968b124ce0
e72c64e5-f220-4451-80c7-8188790578cb,https://open.spotify.com/playlist/6rHIFCVwZ0RuX81u4Gm8bb?go=1&sp_cid=e97dcffbf94b3a516f65bc073c0a2612&t=7&utm_source=embed_player_p&utm_medium=desktop&nd=1&dlsi=c136c59dbb9d4f0f
57f3df19-8460-490d-bef4-89537d6e9c5d,https://open.spotify.com/playlist/7IuROpNVSa93ridnFVNanY?si=Gdq3ic-fT8m49LbEBHWuuw&nd=1&dlsi=6d73abdb26544b8d
b11c644b-57de-48c2-a9c0-49160660a10f,https://www.tiktok.com/@squatuniversity/video/7311460429824363819?lang=en
844d6131-cfc3-4685-a2a6-fa78f4b770ea,https://www.dvidshub.net/video/825282/20m-high-aerobic-multi-shuttle-run
1643b3bc-72f0-43c2-a5d5-1b4766c46f46,https://music.apple.com/kz/playlist/runners-high/pl.5a4bf230c2e849ffa65605c6e8067bea
4cb37345-1341-4d95-a71c-23ddf642e0c5,https://www.youtube.com/watch?v=jyCnZALYl5Y&list=PLXE1cRBbuntIqv2IT4xktdO-DYP2hoR07&index=1
988cd869-ed69-477a-9c07-e64de61d9dab,https://www.youtube.com/watch?app=desktop&v=F0oRyJCEzfA&t=539s
a783e4a0-f72d-4662-80b2-45be80591f7a,https://www.youtube.com/watch?v=pXiTsyvToAc&list=PLteS2tgSPWshE1vNUa_o8QYR_NQZfsSw4&index=2
9099b3c7-1217-4afd-8bf1-8cc28023f110,https://www.youtube.com/watch?v=stupaVSpKN8&list=PLteS2tgSPWshE1vNUa_o8QYR_NQZfsSw4
8d5c8ac6-05ca-4c87-9d10-de65b7f8bf51,https://www.podrunner.com/
788797cc-d89e-4a64-bfee-2b7f0a1771c1,https://open.spotify.com/playlist/66nMljqYlBWvVJzj1NYXV7
10074,https://members.hydrow.com/workout_videos/id_Lm9DNdjg5GQ4qwP
10089,https://members.hydrow.com/workout_videos/id_oV3Dgd7pyxQRbGm
10110,https://members.hydrow.com/workout_videos/id_yqr5vQowoRQnKmg
10096,https://members.hydrow.com/workout_videos/id_MEepoQqA5BQGXxj
10093,https://members.hydrow.com/workout_videos/id_LkmqMQDD8rQjgV4
10104,https://members.hydrow.com/workout_videos/id_Bw6Nk2Wn6zJM3yW
10109,https://members.hydrow.com/workout_videos/id_oV3Dgd7pyLQRbGm
10100,https://members.hydrow.com/workout_videos/id_GMokqJvwj32yKED
10092,https://members.hydrow.com/workout_videos/id_xeMVW2kAYYQv5zP
10099,https://members.hydrow.com/workout_videos/id_n5oGLd9Lyn2VAYa
10090,https://members.hydrow.com/workout_videos/id_yqr5vQowoyQnKmg
10197,https://members.hydrow.com/workout_videos/id_PVx3WJAqG6JZeoK
10142,https://members.hydrow.com/workout_videos/id_GeoPzJXXLYJK75p
10139,https://members.hydrow.com/workout_videos/id_g4XA9JwGVYJe7xb
10137,https://members.hydrow.com/workout_videos/id_BarRjJypnbQzWg3
10147,https://members.hydrow.com/workout_videos/id_r3vZY2LX4b2geWx
10176,https://members.hydrow.com/workout_videos/id_yeE6n23n8eJNGgq
10163,https://members.hydrow.com/workout_videos/id_yLMPGQRXZj29Nnw
10141,https://members.hydrow.com/workout_videos/id_vPxrL2nAVrJ9ako
10125,https://members.hydrow.com/workout_videos/id_Emy7r26WBPdX6V5
10124,https://members.hydrow.com/workout_videos/id_r6DBXJNWK92zn5W
10123,https://members.hydrow.com/workout_videos/id_yLMPGQRXnj29Nnw
10122,https://members.hydrow.com/workout_videos/id_9DzVY2mNVgdgGeK
10171,https://members.hydrow.com/workout_videos/id_L3gWZQVvjMQaeyv
10102,https://members.hydrow.com/workout_videos/id_GeoPzJXX6YJK75p
10095,https://members.hydrow.com/workout_videos/id_4Neqvd5GmrJV6ba
10101,https://members.hydrow.com/workout_videos/id_vPxrL2nA7rJ9ako
10094,https://members.hydrow.com/workout_videos/id_rp7PZ2MG6mQag9X
10217,https://members.hydrow.com/workout_videos/id_PVx3WJAqxYJZeoK
10257,https://members.hydrow.com/workout_videos/id_PVx3WJAqeYJZeoK
10225,https://members.hydrow.com/workout_videos/id_Emy7r26WwXdX6V5
10242,https://members.hydrow.com/workout_videos/id_GeoPzJXXpaJK75p
10243,https://members.hydrow.com/workout_videos/id_zk4RWJG4x82YGmw
10244,https://members.hydrow.com/workout_videos/id_Bw6Nk2WnW7JM3yW
10245,https://members.hydrow.com/workout_videos/id_qEpwnQp4B9Q3kZY
10249,https://members.hydrow.com/workout_videos/id_oV3Dgd7pexQRbGm
10272,https://members.hydrow.com/workout_videos/id_enqkDJB6eEJjWwo
10250,https://members.hydrow.com/workout_videos/id_yqr5vQowByQnKmg
10281,https://members.hydrow.com/workout_videos/id_vPxrL2nAvMJ9ako
10283,https://members.hydrow.com/workout_videos/id_zk4RWJG4k82YGmw
10282,https://members.hydrow.com/workout_videos/id_GeoPzJXXVaJK75p
10181,https://members.hydrow.com/workout_videos/id_vPxrL2nA4rJ9ako
10326,https://members.hydrow.com/workout_videos/id_BEWzndrP3PJaK7R
10323,https://members.hydrow.com/workout_videos/id_yLMPGQRXrj29Nnw
10301,https://members.hydrow.com/workout_videos/id_vPxrL2nAvrJ9ako
10261,https://members.hydrow.com/workout_videos/id_r5mK9dKnxk2keYp
10252,https://members.hydrow.com/workout_videos/id_xeMVW2kABYQv5zP
10264,https://members.hydrow.com/workout_videos/id_r6DBXJNWxz2zn5W
10258,https://members.hydrow.com/workout_videos/id_o7az5JPvxrdPmVr
10284,https://members.hydrow.com/workout_videos/id_Bw6Nk2WnV7JM3yW
10263,https://members.hydrow.com/workout_videos/id_yLMPGQRXxq29Nnw
10262,https://members.hydrow.com/workout_videos/id_9DzVY2mNyzdgGeK
10255,https://members.hydrow.com/workout_videos/id_4Neqvd5GerJV6ba
10265,https://members.hydrow.com/workout_videos/id_Emy7r26WeXdX6V5
10290,https://members.hydrow.com/workout_videos/id_yqr5vQownyQnKmg
10296,https://members.hydrow.com/workout_videos/id_MEepoQqAGBQGXxj
10295,https://members.hydrow.com/workout_videos/id_4Neqvd5GErJV6ba
10320,https://members.hydrow.com/workout_videos/id_an7PbJZWr42RevX
10266,https://members.hydrow.com/workout_videos/id_BEWzndrPB7JaK7R
